CGN BER 5 15:10 16:20 EW050 A319
CGN BER 47 16:10 17:20 EW006 32A
CGN BER 3 17:30 18:40 EW006 B738
CGN BER 125 17:55 19:05 EW8071 32A
CGN BER 1234 19:45 20:55 EW8055 32A
CGN BER 5 21:20 22:30 EW8055 32A

CGN DRS 124 06:30 07:40 EW026 A319
CGN DRS 3 07:45 08:55 EW026 B738
CGN DRS 234 18:20 19:25 EW028 A319
CGN DRS 5 19:15 20:20 EW022 A319

CGN HAM X67 08:20 09:25 EW7039 32A
CGN HAM 35 15:35 16:40 EW030 A319
CGN HAM 4 17:00 18:05 EW030 A319
CGN HAM 2 18:05 19:10 EW030 A319
CGN HAM 7 18:10 19:15 EW048 32A
CGN HAM 1 19:45 20:50 EW7035 32A

CGN MUC X67 07:30 08:40 EW080 B738
CGN MUC X 09:20 10:25 LH1973(CL) CRJ9
CGN MUC X 13:25 14:30 LH1979 A320
CGN MUC X 17:55 19:00 LH1985(CL) A319
CGN MUC X6 18:50 20:00 EW086 A319


DTM MUC X67 06:45 07:55 EW4064 A320
DTM MUC X6 18:30 19:40 EW4062 A320

DRS DUS 1 08:25 09:40 EW9023 A319
DRS DUS 234 08:50 10:05 EW9029 A319
DRS DUS 234 16:20 17:35 EW9023 A319
DRS DUS 57 20:45 22:00 EW9023 A319
DRS DUS 5 20:50 22:00 EW9029 A319

DRS FRA X5 06:35 07:40 LH207 A319
DRS FRA X 10:45 11:50 LH219(CL) CRJ9
DRS FRA X7 14:40 15:45 LH215 A319
DRS FRA X56 18:45 19:50 LH1519(CL) CRJ9

DRS CGN 124 08:20 09:30 EW027 A319
DRS CGN 3 09:30 10:40 EW027 B738
DRS CGN 234 20:05 21:15 EW029 A319
DRS CGN 5 20:55 22:05 EW023 A319

DRS MUC X3 06:35 07:30 LH2131(CL) CRJ9
DRS MUC X 13:15 14:10 LH2123(CL) CRJ9

DUS BER X67 06:20 07:35 EW9048 A319
DUS BER 6 07:20 08:35 EW9050 A319
DUS BER 2 08:20 09:35 EW8041 32A
DUS BER 1 08:30 09:45 EW9050 32A
DUS BER 1234 10:45 12:00 EW9046 A319
DUS BER 3457 14:35 15:50 EW9042 A319
DUS BER 1235 15:25 16:40 EW9040 A319
DUS BER 5 16:35 17:50 EW9052 32A
DUS BER 2345 18:50 20:05 EW9044 A320
DUS BER 4 20:30 21:45 EW8045 32A
DUS BER 1457 20:30 21:45 EW8047 32A

DUS DRS 234 07:00 08:10 EW9028 A319
DUS DRS 1234 14:35 15:45 EW9022 A319
DUS DRS 57 18:55 20:05 EW9022 A319
DUS DRS 5 19:05 20:15 EW9028 A319

DUS FRA X 06:25 07:20 LH073 A319
DUS FRA X 11:00 11:50 LH075(CL) CRJ9
DUS FRA X 14:40 15:30 LH079 A321
DUS FRA 67 19:10 20:00 LH087(CL) CRJ9

DUS HAM X67 07:00 08:00 EW9030 A319
DUS HAM 6 08:15 09:15 EW9030 A319
DUS HAM 12 08:20 09:25 EW7061 A319
DUS HAM X67 15:05 16:05 EW9036 A319
DUS HAM 345 18:35 19:35 EW9032 32A
DUS HAM 1 20:15 21:15 EW9038 A319
DUS HAM 7 20:45 21:50 EW7065 32A

DUS MUC X 06:20 07:30 LH2037 32A
DUS MUC X67 06:40 07:55 EW9080 32A
DUS MUC 6 07:05 08:20 EW9082 A319
DUS MUC 1 07:20 08:35 EW9080 A320
DUS MUC 1234 09:10 10:20 LH2003 A319
DUS MUC 67 09:10 10:20 LH2007(CL) A319
DUS MUC 1234 10:55 12:10 EW9084 A319
DUS MUC 1 11:55 13:05 LH2015 A319
DUS MUC 567 13:25 14:35 LH2017(CL) A319
DUS MUC 1234 13:25 14:35 LH2011 A320
DUS MUC X16 14:55 16:10 EW9086 A319
DUS MUC X 16:30 17:40 LH2009(CL) CRJ9
DUS MUC X67 17:25 18:35 LH2001 A319
DUS MUC X67 17:30 18:45 EW9090 A320
DUS MUC 27 17:50 19:00 LH2027(CL) CRJ9
DUS MUC X7 17:55 19:05 LH2025 A319
DUS MUC 1345 18:20 19:30 LH2005(CL) CRJ9
DUS MUC 7 18:55 20:10 EW9092 32A
DUS MUC X 19:25 20:35 LH2041 A319
DUS MUC X67 20:50 22:00 LH2033(CL) CRJ9

DUS GWT 6 11:50 13:05 EW9008 A319
DUS GWT 7 13:50 15:05 EW9008 A319
DUS GWT 45 14:55 16:10 EW9008 A319

FDH FRA X67 06:35 07:25 LH1523(CL) CRJ9
FDH FRA X 14:40 15:30 LH377(CL) CRJ9

FRA BER X 06:45 07:55 LH168 A321
FRA BER X 07:45 08:55 LH172 A319
FRA BER X 08:45 09:55 LH044 32A
FRA BER X 10:45 11:55 LH180 32A
FRA BER X 11:45 12:55 LH182 32A
FRA BER X 13:45 14:55 LH186 32A
FRA BER 2345 14:45 15:55 LH188 32A
FRA BER X 16:45 17:55 LH192 32A
FRA BER X 17:45 18:55 LH184 32N
FRA BER 5 21:15 22:25 LH202 A321
FRA BER X5 21:15 22:25 LH200 A321

FRA BRE X34 09:00 09:55 LH352(CL) E190
FRA BRE 467 13:00 13:55 LH354 A319
FRA BRE X24 17:25 18:20 LH356 A319
FRA BRE X 21:40 22:35 LH360 A319

FRA DRS X 09:10 10:10 LH214(CL) CRJ9
FRA DRS X7 13:05 14:05 LH210 A319
FRA DRS X56 17:00 18:00 LH1518(CL) CRJ9
FRA DRS X4 21:20 22:20 LH216 A319

FRA DUS X 09:20 10:10 LH072(CL) CRJ9
FRA DUS X 13:00 13:50 LH076 A321
FRA DUS X 21:30 22:20 LH088 A319

FRA FDH 2367 09:05 09:50 LH370(CL) CRJ9
FRA FDH X 13:10 13:55 LH374(CL) CRJ9
FRA FDH X56 21:20 22:05 LH1522(CL) CRJ9

FRA FMO X5 09:10 10:00 LH062(CL) CRJ9
FRA FMO X 12:50 13:40 LH066(CL) CRJ9

FRA HAM X67 07:00 08:05 LH004 32N
FRA HAM 67 07:00 08:05 LH020 A321
FRA HAM X 08:00 09:05 LH010 32A
FRA HAM X 09:00 10:05 LH002 A321
FRA HAM X 12:00 13:05 LH014 A321
FRA HAM X 13:00 14:05 LH030 32A
FRA HAM X 17:00 18:05 LH024 A321
FRA HAM X 18:00 19:05 LH028 32N
FRA HAM X6 21:30 22:35 LH034 32A

FRA HAJ X 09:00 09:50 LH050 A319
FRA HAJ X 13:20 14:10 LH052 A319
FRA HAJ 1456 17:20 18:10 LH054(CL) CRJ9
FRA HAJ X1 21:20 22:10 LH058 A319

FRA LEJ X 09:05 10:05 LH156(CL) E190
FRA LEJ 467 13:25 14:25 LH160(CL) CRJ9
FRA LEJ 123 13:25 14:25 LH1516(CL) E190
FRA LEJ X3 21:40 22:40 LH164 32A

FRA MUC X 07:15 08:10 LH094 A321
FRA MUC X 08:15 09:10 LH108 A319
FRA MUC X67 09:15 10:10 LH092 32A
FRA MUC 67 09:15 10:10 LH110 32A
FRA MUC 567 10:15 11:10 LH100 32N
FRA MUC X 12:15 13:10 LH104 32A
FRA MUC X 13:15 14:10 LH118 32A
FRA MUC 145 15:15 16:10 LH110(CL) CRJ9
FRA MUC X 17:15 18:10 LH114 32A
FRA MUC X 18:15 19:10 LH120 A319
FRA MUC X 21:15 22:10 LH122 32A

FRA NUE X6 09:55 10:40 LH1514(CL) CRJ9
FRA NUE X 12:50 13:35 LH142 A319
FRA NUE X 21:20 22:05 LH150 A319

FRA STR X 09:40 10:20 LH126 A319
FRA STR X 13:00 13:40 LH130 A319
FRA STR X 17:10 17:50 LH1524(CL) CRJ9
FRA STR X5 22:05 22:45 LH136 A319



HAJ FRA X2 06:25 07:25 LH049 A319
HAJ FRA X 10:30 11:30 LH055 A319
HAJ FRA X 14:50 15:45 LH057 A319
HAJ FRA 1456 19:05 20:00 LH059(CL) CRJ9

HAJ MUC X5 06:30 07:40 LH2109(CL) A319
HAJ MUC X 08:55 10:05 LH2091(CL) A319
HAJ MUC X 13:10 14:20 LH2097(CL) A319
HAJ MUC 5 17:20 18:30 LH2107(CL) A319
HAJ MUC 467 18:30 19:40 LH2105(CL) A319
HAJ MUC 45 18:55 20:05 LH2103 A319
HAJ MUC 123 19:05 20:15 LH2105(CL) A319
HAJ MUC 123 21:30 22:40 LH2107(CL) CRJ9

HAM DUS 12 06:35 07:35 EW7060 A319
HAM DUS X67 08:35 09:35 EW9031 A319
HAM DUS 6 10:00 11:00 EW9031 A319
HAM DUS X67 16:45 17:45 EW9037 A319
HAM DUS 1 18:25 19:25 EW9039 A319
HAM DUS 7 19:10 20:10 EW7064 32A
HAM DUS 345 20:15 21:15 EW9033 32A

HAM FRA X 07:00 08:10 LH005 A321
HAM FRA X7 08:00 09:10 LH003 32A
HAM FRA X67 09:00 10:10 LH011 32A
HAM FRA 67 09:00 10:10 LH027 A321
HAM FRA X 10:00 11:10 LH017 32A
HAM FRA X 11:00 12:10 LH009 A321
HAM FRA X 15:00 16:10 LH025 A321
HAM FRA X 18:00 19:10 LH031 32A
HAM FRA X 20:00 21:10 LH033 32N

HAM MUC X 06:15 07:30 LH2085 32A
HAM MUC X67 06:55 08:20 EW7170 A319
HAM MUC 6 07:00 08:25 EW7172 32A
HAM MUC X67 09:10 10:25 LH2055(CL) A319
HAM MUC 467 10:05 11:20 LH2053(CL) CRJ9
HAM MUC X4 10:45 12:00 LH2057 32A
HAM MUC 12 11:25 12:50 EW7172 A319
HAM MUC 145 12:05 13:20 LH2061 A319
HAM MUC X67 13:15 14:30 LH2065 32A
HAM MUC 3 13:25 14:50 EW7172 A319
HAM MUC 47 14:15 15:40 EW7174 A319
HAM MUC X2 15:20 16:35 LH2067 32A
HAM MUC X 17:20 18:35 LH2073 32A
HAM MUC X12 18:05 19:20 LH2069 A319
HAM MUC X6 18:55 20:20 EW7176 32A
HAM MUC X 19:20 20:35 LH2079 A319
HAM MUC X56 21:05 22:20 LH2081(CL) CRJ9

HAM NUE 14 06:10 07:20 EW7056 A319
HAM NUE 234 07:00 08:10 EW7056 A319
HAM NUE 45 18:30 19:40 EW7050 A319
HAM NUE 23 19:10 20:20 EW7050 A319

HAM STR X67 06:25 07:45 EW7046 A319
HAM STR 1235 08:20 09:35 EW2045 A320
HAM STR 6 09:10 10:25 EW2045 A320
HAM STR 12 12:15 13:30 EW2047 A320
HAM STR 1245 14:30 15:45 EW7042 A319
HAM STR 135 16:15 17:30 EW2041 A319
HAM STR 5 17:15 18:30 EW2043 A320
HAM STR 1237 18:20 19:35 EW7048 A319
HAM STR 3 19:15 20:30 EW2049 32A
HAM STR 4 19:20 20:35 EW7048 A319
HAM STR 7 19:25 20:40 EW2043 A319
HAM STR 4 19:50 21:05 EW2041 32A
HAM STR 234 20:25 21:40 EW2043 A319
HAM STR 5 20:30 21:45 EW2049 32A

LEJ FRA X4 06:30 07:30 LH157 32A
LEJ FRA X 10:40 11:40 LH161(CL) E190
LEJ FRA 467 15:10 16:05 LH165(CL) CRJ9
LEJ FRA 123 15:10 16:05 LH1517(CL) E190

LEJ MUC X 06:20 07:20 LH2165(CL) CRJ9
LEJ MUC X 13:15 14:15 LH2167(CL) CRJ9

FMO FRA X5 10:35 11:25 LH065(CL) CRJ9
FMO FRA X 14:30 15:20 LH069(CL) CRJ9

FMO MUC 1245 06:20 07:30 LH2143(CL) CRJ9
FMO MUC X24 09:05 10:15 LH2135(CL) CRJ9
FMO MUC X 13:15 14:25 LH2137(CL) CRJ9
FMO MUC X67 16:20 17:30 LH2151(CL) CRJ9
FMO MUC 7 18:00 19:10 LH2141(CL) CRJ9
FMO MUC 2 18:50 20:00 LH2141(CL) CRJ9

MUC BER X67 07:00 08:10 LH1926 32A
MUC BER 1 08:00 09:10 LH1932(CL) CRJ9
MUC BER 1567 08:25 09:35 LH1930(CL) CRJ9
MUC BER X 11:05 12:15 LH1934 32A
MUC BER X23 14:15 15:25 LH1944 32A
MUC BER X 15:45 16:55 LH1940 A319
MUC BER 45 16:30 17:40 LH1946 A319
MUC BER X 17:00 18:10 LH1950 A319
MUC BER X67 18:05 19:15 LH2330 A319
MUC BER 457 19:00 20:10 LH1954 32N
MUC BER X6 21:45 22:55 LH1956 32A

MUC CGN X 07:30 08:35 LH1972(CL) CRJ9
MUC CGN X67 09:20 10:30 EW081 B738
MUC CGN X 11:40 12:45 LH1978 A320
MUC CGN X 16:05 17:10 LH1984(CL) A319
MUC CGN X6 20:40 21:50 EW087 A319
MUC CGN 346 21:55 23:00 LH1992 A320

MUC BRE X67 07:10 08:25 LH2188(CL) A319
MUC BRE X 11:30 12:45 LH2192 A319
MUC BRE 67 15:35 16:50 LH2194(CL) CRJ9
MUC BRE X67 15:35 16:50 LH2196(CL) CRJ9
MUC BRE X67 17:50 19:05 LH2198 A319
MUC BRE X 21:45 23:00 LH2200 A320

MUC DTM X67 08:40 09:55 EW4065 A320
MUC DTM X6 20:20 21:35 EW4063 A320

MUC DRS X 11:40 12:35 LH2122(CL) CRJ9
MUC DRS X2 21:25 22:20 LH2130(CL) CRJ9

MUC DUS 1234 07:10 08:20 LH2002 A319
MUC DUS 67 07:15 08:25 LH2006(CL) A319
MUC DUS 2 08:00 09:10 LH2026(CL) CRJ9
MUC DUS X67 08:35 09:55 EW9081 32A
MUC DUS 6 09:00 10:20 EW9083 A319
MUC DUS 1 09:15 10:35 EW9081 A320
MUC DUS 1 10:00 11:10 LH2014 A319
MUC DUS 567 11:30 12:40 LH2016(CL) A319
MUC DUS 1234 11:30 12:40 LH2010 A320
MUC DUS 1234 12:50 14:10 EW9085 A319
MUC DUS X 14:40 15:50 LH2008(CL) CRJ9
MUC DUS X67 15:30 16:40 LH2000 A319
MUC DUS 7 16:00 17:10 LH2026(CL) CRJ9
MUC DUS X7 16:00 17:10 LH2024 A319
MUC DUS 1345 16:30 17:40 LH2004(CL) CRJ9
MUC DUS X16 16:50 18:10 EW9087 A319
MUC DUS X 17:30 18:40 LH2040 A319
MUC DUS X67 19:00 20:10 LH2032(CL) CRJ9
MUC DUS X67 19:25 20:45 EW9091 A320
MUC DUS 7 20:50 22:10 EW9093 32A
MUC DUS X7 20:55 22:05 LH2036 32A
MUC DUS 7 21:25 22:35 LH2036 32A

MUC FMO 135 07:15 08:25 LH2134(CL) CRJ9
MUC FMO X 11:25 12:35 LH2136(CL) CRJ9
MUC FMO X67 14:35 15:45 LH2150(CL) CRJ9
MUC FMO 27 17:00 18:10 LH2140(CL) CRJ9
MUC FMO X2 22:00 23:10 LH2142(CL) CRJ9

MUC FRA X 07:00 08:05 LH093 32A
MUC FRA X 08:00 09:05 LH095 32A
MUC FRA X 09:00 10:05 LH099 A321
MUC FRA X 10:00 11:05 LH113 A319
MUC FRA X67 11:00 12:05 LH097 32A
MUC FRA 67 11:00 12:05 LH115 32A
MUC FRA 567 12:00 13:00 LH105 32N
MUC FRA X 14:00 15:00 LH109 32A
MUC FRA 145 17:00 18:00 LH115(CL) CRJ9
MUC FRA X 18:00 19:00 LH119 32A
MUC FRA X 20:00 21:00 LH123 A319

MUC HAJ X5 07:00 08:05 LH2090(CL) A319
MUC HAJ X 11:20 12:25 LH2096(CL) A319
MUC HAJ 467 16:35 17:40 LH2104(CL) A319
MUC HAJ 45 17:00 18:05 LH2102(CL) A319
MUC HAJ 123 17:15 18:20 LH2104(CL) A319
MUC HAJ 1235 19:35 20:45 LH2106(CL) CRJ9
MUC HAJ X 22:00 23:05 LH2108(CL) A319

MUC HAM X67 07:00 08:20 LH2054(CL) A319
MUC HAM 4 08:00 09:20 LH2052(CL) CRJ9
MUC HAM 12 08:00 09:20 LH2048(CL) CRJ9
MUC HAM X4 08:35 09:55 LH2056 32A
MUC HAM X67 09:00 10:30 EW7171 A319
MUC HAM 6 09:05 10:35 EW7173 32A
MUC HAM 145 10:00 11:20 LH2060 A319
MUC HAM X67 11:10 12:30 LH2064 32A
MUC HAM X2 13:10 14:30 LH2066 32A
MUC HAM 12 13:30 15:00 EW7173 A319
MUC HAM X 15:10 16:30 LH2072 A319
MUC HAM 3 15:25 16:55 EW7173 A319
MUC HAM X12 16:00 17:20 LH2068 A319
MUC HAM 47 16:15 17:45 EW7175 A319
MUC HAM X 17:10 18:30 LH2078(CL) A319
MUC HAM X56 18:55 20:15 LH2080(CL) CRJ9
MUC HAM 56 20:00 21:20 LH2080 A319
MUC HAM X6 21:00 22:30 EW7177 32A
MUC HAM X 21:35 22:55 LH2084 32A

MUC LEJ X 11:40 12:35 LH2166(CL) CRJ9
MUC LEJ X 21:35 22:30 LH2164(CL) CRJ9

MUC STR X 08:30 09:15 LH2144(CL) CRJ9
MUC STR X2 21:10 21:55 LH2152(CL) CRJ9

NUE FRA X 06:20 07:10 LH143 A319
NUE FRA X6 11:25 12:15 LH1515(CL) CRJ9
NUE FRA X 14:25 15:10 LH147 A319

NUE HAM 1234 08:50 10:00 EW7057 A319
NUE HAM 45 20:15 21:25 EW7051 A319
NUE HAM 23 20:55 22:05 EW7051 A319

NUE LEJ 13 08:50 09:30 O215 E195
NUE LEJ 2457 19:05 19:45 O213 E195

STR BER X67 06:05 07:25 EW2002 A319
STR BER 6 07:10 08:25 EW2000 32A
STR BER 1234 08:15 09:35 EW8001 32A
STR BER 23 10:05 11:25 EW2010 A319
STR BER 15 10:15 11:35 EW2000 A319
STR BER 14 12:20 13:40 EW8003 32A
STR BER 7 14:15 15:30 EW2020 A319
STR BER 345 14:30 15:45 EW2004 A319
STR BER 4 15:20 16:35 EW2058 A320
STR BER 2 16:45 18:05 EW8005 32A
STR BER 7 17:05 18:20 EW2004 32A
STR BER 5 18:15 19:30 EW2020 A320
STR BER 7 18:20 19:35 EW2006 A320
STR BER 4 18:50 20:05 EW2006 A319
STR BER 12 20:40 22:00 EW8007 32A
STR BER 35 21:20 22:40 EW8007 32A

STR BRE 12 06:30 07:35 EW2030 A319
STR BRE 34 14:40 15:45 EW2034(BT) 223
STR BRE 5 16:40 17:45 EW2034 A319

STR FRA X6 06:35 07:25 LH127 A319
STR FRA X 11:00 11:50 LH131 A319
STR FRA X 14:20 15:10 LH135 A319
STR FRA X 18:35 19:25 LH1525(CL) CRJ9

STR HAM 1235 06:20 07:40 EW2044 A320
STR HAM 6 07:15 08:30 EW2044 A320
STR HAM X67 08:25 09:45 EW7047 A319
STR HAM 12 10:15 11:30 EW2046 A320
STR HAM 135 14:15 15:30 EW2040 A319
STR HAM 5 15:20 16:35 EW2042 A320
STR HAM 1245 16:25 17:45 EW7043 A319
STR HAM 3 17:25 18:40 EW2048 32A
STR HAM 7 17:30 18:50 EW2042 A319
STR HAM 4 17:50 19:10 EW2040 32A
STR HAM 234 18:25 19:40 EW2042 A319
STR HAM 5 18:30 19:50 EW2048 32A
STR HAM 1237 20:10 21:30 EW7049 A319
STR HAM 4 21:10 22:30 EW7049 A319

STR MUC X3 06:35 07:20 LH2153(CL) CRJ9
STR MUC X 09:50 10:35 LH2145(CL) CRJ9
